,expected,Predicted,F1Score,Accept,Change
3724,Acct_DOB,Acct_DOB,1,,
3725,Acct_id,Acct_id,1,,
3726,Acct_DOB,Acct_DOB,1,,
3727,Acct_phone,Acct_phone,1,,
3728,Acct_email,Acct_email,1,,
3729,Acct_City,Acct_City,1,,
3730,Acct_Gender,Acct_Gender,1,,
3731,Acct_LName,Acct_LName,1,,
3732,Acct_State,Acct_State,1,,
3733,Acct_UIDNo.,Acct_UIDNo.,1,,
3734,Acct_Addr1,Acct_Addr2,0.9,,
3735,Acct_email,Acct_email,1,,
3736,Acct_Addr1,Acct_City,0.8,,
3737,Acct_FName,Acct_FName,1,,
3738,Acct_id,Acct_id,1,,
3739,Acct_LName,Acct_City,0.6,,
3740,Acct_Gender,Acct_Gender,1,,
3741,Acct_State,Acct_State,1,,
3742,Acct_City,Acct_City,1,,
3743,Acct_LName,Acct_LName,1,,
3744,Acct_Addr1,Acct_Addr1,1,,
3745,Acct_MName,Acct_LName,0.9,,
3746,Acct_phone,Acct_phone,1,,
3747,Acct_phone,Acct_phone,1,,
3748,Acct_Gender,Acct_Gender,1,,
3749,Acct_FName,Acct_FName,1,,
3750,Acct_Gender,Acct_Gender,1,,
3751,Acct_id,Acct_id,1,,
3752,Acct_Gender,Acct_Gender,1,,
3753,Acct_email,Acct_email,1,,
3754,Acct_LName,Acct_FName,0.8,,
3755,Acct_MName,Acct_MName,1,,
3756,Acct_LName,Acct_LName,1,,
3757,Acct_State,Acct_State,1,,
3758,Acct_FName,Acct_FName,1,,
3759,Acct_City,Acct_City,1,,
3760,Acct_FName,Acct_FName,1,,
3761,Acct_DOB,Acct_DOB,1,,
3762,Acct_MName,Acct_LName,0.9,,
3763,Acct_Gender,Acct_Gender,1,,
3764,Acct_id,Acct_id,1,,
3765,Acct_UIDNo.,Acct_UIDNo.,1,,
3766,Acct_Addr2,Acct_Addr2,1,,
3767,Acct_City,Acct_City,1,,
3768,Acct_Addr2,Acct_MName,0.4,,
3769,Acct_FName,Acct_LName,0.8,,
3770,Acct_Addr1,Acct_Addr1,1,,
3771,Acct_Gender,Acct_Gender,1,,
3772,Acct_Gender,Acct_Gender,1,,
3773,Acct_State,Acct_State,1,,
3774,Acct_UIDNo.,Acct_UIDNo.,1,,
3775,Acct_DOB,Acct_DOB,1,,
3776,Acct_email,Acct_email,1,,
3777,Acct_State,Acct_State,1,,
3778,Acct_Addr2,Acct_Addr2,1,,
3779,Acct_Addr1,Acct_Addr2,0.9,,
3780,Acct_City,Acct_DOB,0.9,,
3781,Acct_Addr2,Acct_MName,0.4,,
3782,Acct_State,Acct_State,1,,
3783,Acct_LName,Acct_LName,1,,
3784,Acct_City,Acct_id,0.1,,
3785,Acct_Addr2,Acct_MName,0.4,,
3786,Acct_City,Acct_LName,0.6,,
3787,Acct_MName,Acct_MName,1,,
3788,Acct_UIDNo.,Acct_UIDNo.,1,,
3789,Acct_FName,Acct_LName,0.8,,
3790,Acct_LName,Acct_FName,0.8,,
3791,Acct_FName,Acct_FName,1,,
3792,Acct_Addr2,Acct_Addr2,1,,
3793,Acct_LName,Acct_LName,1,,
3794,Acct_MName,Acct_City,0.5,,
3795,Acct_id,Acct_id,1,,
3796,Acct_FName,Acct_LName,0.8,,
3797,Acct_Gender,Acct_Gender,1,,
3798,Acct_LName,Acct_LName,1,,
3799,Acct_MName,Acct_MName,1,,
3800,Acct_Addr1,Acct_City,0.8,,
3801,Acct_Addr2,Acct_Addr2,1,,
3802,Acct_DOB,Acct_DOB,1,,
3803,Acct_FName,Acct_FName,1,,
3804,Acct_email,Acct_email,1,,
3805,Acct_FName,Acct_LName,0.8,,
3806,Acct_email,Acct_email,1,,
3807,Acct_Gender,Acct_Gender,1,,
3808,Acct_UIDNo.,Acct_UIDNo.,1,,
3809,Acct_Addr1,Acct_Addr1,1,,
3810,Acct_FName,Acct_FName,1,,
3811,Acct_MName,Acct_MName,1,,
3812,Acct_FName,Acct_FName,1,,
3813,Acct_email,Acct_email,1,,
3814,Acct_Gender,Acct_Gender,1,,
3815,Acct_MName,Acct_MName,1,,
3816,Acct_email,Acct_email,1,,
3817,Acct_DOB,Acct_DOB,1,,
3818,Acct_Addr2,Acct_Addr1,0.9,,
3819,Acct_UIDNo.,Acct_UIDNo.,1,,
3820,Acct_Addr2,Acct_MName,0.4,,
3821,Acct_Gender,Acct_Gender,1,,
3822,Acct_UIDNo.,Acct_UIDNo.,1,,
3823,Acct_Gender,Acct_Gender,1,,
3824,Acct_State,Acct_State,1,,
3825,Acct_MName,Acct_MName,1,,
3826,Acct_UIDNo.,Acct_UIDNo.,1,,
3827,Acct_LName,Acct_FName,0.8,,
3828,Acct_LName,Acct_FName,0.8,,
3829,Acct_UIDNo.,Acct_UIDNo.,1,,
3830,Acct_phone,Acct_phone,1,,
3831,Acct_Addr1,Acct_Addr1,1,,
3832,Acct_DOB,Acct_DOB,1,,
3833,Acct_phone,Acct_phone,1,,
3834,Acct_Addr2,Acct_Addr2,1,,
3835,Acct_MName,Acct_MName,1,,
3836,Acct_State,Acct_State,1,,
3837,Acct_Addr1,Acct_Addr1,1,,
3838,Acct_LName,Acct_LName,1,,
3839,Acct_UIDNo.,Acct_UIDNo.,1,,
3840,Acct_LName,Acct_City,0.6,,
3841,Acct_Addr2,Acct_Addr2,1,,
3842,Acct_email,Acct_email,1,,
3843,Acct_id,Acct_id,1,,
3844,Acct_Addr2,Acct_Addr2,1,,
3845,Acct_Addr2,Acct_MName,0.4,,
3846,Acct_email,Acct_email,1,,
3847,Acct_Addr2,Acct_Addr1,0.9,,
3848,Acct_phone,Acct_phone,1,,
3849,Acct_MName,Acct_MName,1,,
3850,Acct_Addr2,Acct_Addr2,1,,
3851,Acct_Addr1,Acct_Addr1,1,,
3852,Acct_Gender,Acct_Gender,1,,
3853,Acct_DOB,Acct_DOB,1,,
3854,Acct_Addr1,Acct_Addr1,1,,
3855,Acct_DOB,Acct_DOB,1,,
3856,Acct_State,Acct_State,1,,
3857,Acct_DOB,Acct_DOB,1,,
3858,Acct_LName,Acct_FName,0.8,,
3859,Acct_State,Acct_State,1,,
3860,Acct_DOB,Acct_DOB,1,,
3861,Acct_id,Acct_id,1,,
3862,Acct_DOB,Acct_DOB,1,,
3863,Acct_Addr1,Acct_Addr1,1,,
3864,Acct_Addr2,Acct_Addr2,1,,
3865,Acct_City,Acct_City,1,,
3866,Acct_City,Acct_FName,0.8,,
3867,Acct_DOB,Acct_DOB,1,,
3868,Acct_Gender,Acct_Gender,1,,
3869,Acct_DOB,Acct_DOB,1,,
3870,Acct_email,Acct_email,1,,
3871,Acct_id,Acct_id,1,,
3872,Acct_Gender,Acct_Gender,1,,
3873,Acct_LName,Acct_City,0.6,,
3874,Acct_Gender,Acct_Gender,1,,
3875,Acct_phone,Acct_phone,1,,
3876,Acct_id,Acct_id,1,,
3877,Acct_UIDNo.,Acct_UIDNo.,1,,
3878,Acct_email,Acct_email,1,,
3879,Acct_MName,Acct_MName,1,,
3880,Acct_MName,Acct_LName,0.9,,
3881,Acct_DOB,Acct_DOB,1,,
3882,Acct_LName,Acct_LName,1,,
3883,Acct_FName,Acct_FName,1,,
3884,Acct_phone,Acct_phone,1,,
3885,Acct_email,Acct_email,1,,
3886,Acct_email,Acct_email,1,,
3887,Acct_LName,Acct_FName,0.8,,
3888,Acct_id,Acct_id,1,,
3889,Acct_LName,Acct_City,0.6,,
3890,Acct_UIDNo.,Acct_UIDNo.,1,,
3891,Acct_Addr2,Acct_Addr2,1,,
3892,Acct_City,Acct_LName,0.6,,
3893,Acct_State,Acct_State,1,,
3894,Acct_UIDNo.,Acct_UIDNo.,1,,
3895,Acct_UIDNo.,Acct_UIDNo.,1,,
3896,Acct_phone,Acct_phone,1,,
3897,Acct_id,Acct_id,1,,
3898,Acct_email,Acct_email,1,,
3899,Acct_UIDNo.,Acct_UIDNo.,1,,
3900,Acct_id,Acct_id,1,,
3901,Acct_UIDNo.,Acct_UIDNo.,1,,
3902,Acct_phone,Acct_phone,1,,
3903,Acct_phone,Acct_phone,1,,
3904,Acct_MName,Acct_LName,0.9,,
3905,Acct_LName,Acct_FName,0.8,,
3906,Acct_UIDNo.,Acct_UIDNo.,1,,
3907,Acct_FName,Acct_FName,1,,
3908,Acct_State,Acct_State,1,,
3909,Acct_email,Acct_email,1,,
3910,Acct_State,Acct_State,1,,
3911,Acct_City,Acct_id,0.1,,
3912,Acct_UIDNo.,Acct_UIDNo.,1,,
3913,Acct_DOB,Acct_DOB,1,,
3914,Acct_MName,Acct_MName,1,,
3915,Acct_phone,Acct_phone,1,,
3916,Acct_email,Acct_email,1,,
3917,Acct_LName,Acct_LName,1,,
3918,Acct_City,Acct_LName,0.6,,
3919,Acct_Addr1,Acct_Addr1,1,,
3920,Acct_phone,Acct_phone,1,,
3921,Acct_Addr2,Acct_MName,0.4,,
3922,Acct_UIDNo.,Acct_UIDNo.,1,,
3923,Acct_email,Acct_email,1,,
3924,Acct_phone,Acct_phone,1,,
3925,Acct_Addr1,Acct_Addr1,1,,
3926,Acct_id,Acct_id,1,,
3927,Acct_id,Acct_id,1,,
3928,Acct_State,Acct_State,1,,
3929,Acct_Addr2,Acct_Addr2,1,,
3930,Acct_id,Acct_id,1,,
3931,Acct_MName,Acct_MName,1,,
3932,Acct_id,Acct_id,1,,
3933,Acct_Gender,Acct_Gender,1,,
3934,Acct_MName,Acct_LName,0.9,,
3935,Acct_id,Acct_id,1,,
3936,Acct_Addr2,Acct_Addr2,1,,
3937,Acct_MName,Acct_MName,1,,
3938,Acct_email,Acct_email,1,,
3939,Acct_MName,Acct_FName,0.7,,
3940,Acct_UIDNo.,Acct_UIDNo.,1,,
3941,Acct_State,Acct_State,1,,
3942,Acct_Addr1,Acct_Addr1,1,,
3943,Acct_DOB,Acct_DOB,1,,
3944,Acct_MName,Acct_LName,0.9,,
3945,Acct_FName,Acct_LName,0.8,,
3946,Acct_FName,Acct_LName,0.8,,
3947,Acct_Addr1,Acct_Addr1,1,,
3948,Acct_UIDNo.,Acct_UIDNo.,1,,
3949,Acct_Addr1,Acct_Addr1,1,,
3950,Acct_City,Acct_City,1,,
3951,Acct_id,Acct_id,1,,
3952,Acct_phone,Acct_phone,1,,
3953,Acct_Addr1,Acct_Addr1,1,,
3954,Acct_phone,Acct_phone,1,,
3955,Acct_DOB,Acct_DOB,1,,
3956,Acct_FName,Acct_LName,0.8,,
3957,Acct_phone,Acct_phone,1,,
3958,Acct_phone,Acct_phone,1,,
3959,Acct_email,Acct_email,1,,
3960,Acct_DOB,Acct_DOB,1,,
3961,Acct_Addr1,Acct_Addr2,0.9,,
3962,Acct_Addr1,Acct_Addr1,1,,
3963,Acct_Gender,Acct_Gender,1,,
3964,Acct_phone,Acct_phone,1,,
3965,Acct_id,Acct_id,1,,
3966,Acct_Addr2,Acct_MName,0.4,,
3967,Acct_Addr2,Acct_Addr2,1,,
3968,Acct_phone,Acct_phone,1,,
3969,Acct_FName,Acct_FName,1,,
3970,Acct_LName,Acct_FName,0.8,,
3971,Acct_email,Acct_email,1,,
3972,Acct_id,Acct_id,1,,
3973,Acct_State,Acct_State,1,,
3974,Acct_MName,Acct_City,0.5,,
3975,Acct_Addr2,Acct_MName,0.4,,
3976,Acct_MName,Acct_MName,1,,
3977,Acct_Addr2,Acct_MName,0.4,,
3978,Acct_MName,Acct_MName,1,,
3979,Acct_phone,Acct_phone,1,,
3980,Acct_Addr2,Acct_MName,0.4,,
3981,Acct_MName,Acct_FName,0.7,,
3982,Acct_Addr1,Acct_Addr2,0.9,,
3983,Acct_email,Acct_email,1,,
3984,Acct_id,Acct_id,1,,
3985,Acct_id,Acct_id,1,,
3986,Acct_email,Acct_email,1,,
3987,Acct_Gender,Acct_Gender,1,,
3988,Acct_Addr2,Acct_Addr2,1,,
3989,Acct_phone,Acct_phone,1,,
3990,Acct_State,Acct_State,1,,
3991,Acct_DOB,Acct_DOB,1,,
3992,Acct_UIDNo.,Acct_UIDNo.,1,,
3993,Acct_Addr2,Acct_Addr2,1,,
3994,Acct_Gender,Acct_Gender,1,,
3995,Acct_LName,Acct_LName,1,,
3996,Acct_Gender,Acct_Gender,1,,
3997,Acct_Addr2,Acct_Addr2,1,,
3998,Acct_Gender,Acct_Gender,1,,
3999,Acct_DOB,Acct_DOB,1,,
4000,Acct_FName,Acct_FName,1,,
4001,Acct_UIDNo.,Acct_UIDNo.,1,,
4002,Acct_id,Acct_id,1,,
4003,Acct_email,Acct_email,1,,
4004,Acct_UIDNo.,Acct_UIDNo.,1,,
4005,Acct_MName,Acct_MName,1,,
4006,Acct_FName,Acct_FName,1,,
4007,Acct_Addr2,Acct_MName,0.4,,
4008,Acct_email,Acct_email,1,,
4009,Acct_FName,Acct_FName,1,,
4010,Acct_UIDNo.,Acct_UIDNo.,1,,
4011,Acct_Gender,Acct_Gender,1,,
4012,Acct_UIDNo.,Acct_UIDNo.,1,,
4013,Acct_DOB,Acct_DOB,1,,
4014,Acct_LName,Acct_City,0.6,,
4015,Acct_id,Acct_id,1,,
4016,Acct_id,Acct_id,1,,
4017,Acct_email,Acct_email,1,,
4018,Acct_email,Acct_email,1,,
4019,Acct_phone,Acct_phone,1,,
4020,Acct_id,Acct_id,1,,
4021,Acct_FName,Acct_FName,1,,
4022,Acct_Addr2,Acct_Addr2,1,,
4023,Acct_Addr2,Acct_Addr2,1,,
4024,Acct_LName,Acct_LName,1,,
4025,Acct_MName,Acct_MName,1,,
4026,Acct_MName,Acct_MName,1,,
4027,Acct_DOB,Acct_DOB,1,,
4028,Acct_Gender,Acct_Gender,1,,
4029,Acct_Addr2,Acct_MName,0.4,,
4030,Acct_State,Acct_State,1,,
4031,Acct_City,Acct_City,1,,
4032,Acct_MName,Acct_MName,1,,
4033,Acct_phone,Acct_phone,1,,
4034,Acct_Addr1,Acct_Addr1,1,,
4035,Acct_email,Acct_email,1,,
4036,Acct_DOB,Acct_DOB,1,,
4037,Acct_Gender,Acct_Gender,1,,
4038,Acct_UIDNo.,Acct_UIDNo.,1,,
4039,Acct_MName,Acct_MName,1,,
4040,Acct_FName,Acct_FName,1,,
4041,Acct_Addr1,Acct_Addr1,1,,
4042,Acct_DOB,Acct_DOB,1,,
4043,Acct_Addr1,Acct_Addr1,1,,
4044,Acct_phone,Acct_phone,1,,
4045,Acct_City,Acct_id,0.1,,
4046,Acct_Addr2,Acct_Addr2,1,,
4047,Acct_phone,Acct_phone,1,,
4048,Acct_id,Acct_id,1,,
4049,Acct_Addr1,Acct_Addr1,1,,
4050,Acct_Addr2,Acct_Addr2,1,,
4051,Acct_FName,Acct_FName,1,,
4052,Acct_FName,Acct_FName,1,,
4053,Acct_Addr2,Acct_Addr2,1,,
4054,Acct_City,Acct_DOB,0.9,,
4055,Acct_email,Acct_email,1,,
4056,Acct_LName,Acct_LName,1,,
4057,Acct_UIDNo.,Acct_UIDNo.,1,,
4058,Acct_State,Acct_State,1,,
4059,Acct_DOB,Acct_DOB,1,,
4060,Acct_email,Acct_email,1,,
4061,Acct_LName,Acct_LName,1,,
4062,Acct_Addr1,Acct_Addr1,1,,
4063,Acct_phone,Acct_phone,1,,
4064,Acct_phone,Acct_phone,1,,
4065,Acct_City,Acct_City,1,,
4066,Acct_Addr2,Acct_Addr1,0.9,,
4067,Acct_FName,Acct_LName,0.8,,
4068,Acct_LName,Acct_City,0.6,,
4069,Acct_FName,Acct_FName,1,,
4070,Acct_LName,Acct_LName,1,,
4071,Acct_Addr1,Acct_Addr1,1,,
4072,Acct_email,Acct_email,1,,
4073,Acct_FName,Acct_LName,0.8,,
4074,Acct_id,Acct_id,1,,
4075,Acct_LName,Acct_LName,1,,
4076,Acct_FName,Acct_FName,1,,
4077,Acct_DOB,Acct_DOB,1,,
4078,Acct_Addr2,Acct_Addr2,1,,
4079,Acct_email,Acct_email,1,,
4080,Acct_Addr2,Acct_Addr2,1,,
4081,Acct_phone,Acct_phone,1,,
4082,Acct_Addr1,Acct_Addr1,1,,
4083,Acct_LName,Acct_LName,1,,
4084,Acct_UIDNo.,Acct_UIDNo.,1,,
4085,Acct_email,Acct_email,1,,
4086,Acct_email,Acct_email,1,,
4087,Acct_DOB,Acct_DOB,1,,
4088,Acct_MName,Acct_MName,1,,
4089,Acct_email,Acct_email,1,,
4090,Acct_State,Acct_State,1,,
4091,Acct_phone,Acct_phone,1,,
4092,Acct_id,Acct_id,1,,
4093,Acct_LName,Acct_LName,1,,
4094,Acct_UIDNo.,Acct_UIDNo.,1,,
4095,Acct_City,Acct_City,1,,
4096,Acct_id,Acct_id,1,,
4097,Acct_id,Acct_id,1,,
4098,Acct_DOB,Acct_DOB,1,,
4099,Acct_email,Acct_email,1,,
4100,Acct_State,Acct_State,1,,
4101,Acct_id,Acct_id,1,,
4102,Acct_State,Acct_State,1,,
4103,Acct_City,Acct_LName,0.6,,
4104,Acct_Gender,Acct_Gender,1,,
4105,Acct_MName,Acct_LName,0.9,,
4106,Acct_MName,Acct_City,0.5,,
4107,Acct_UIDNo.,Acct_UIDNo.,1,,
4108,Acct_LName,Acct_FName,0.8,,
4109,Acct_City,Acct_phone,0,,
4110,Acct_FName,Acct_FName,1,,
4111,Acct_UIDNo.,Acct_UIDNo.,1,,
4112,Acct_DOB,Acct_DOB,1,,
4113,Acct_State,Acct_State,1,,
4114,Acct_State,Acct_State,1,,
4115,Acct_email,Acct_email,1,,
4116,Acct_FName,Acct_FName,1,,
4117,Acct_id,Acct_id,1,,
4118,Acct_Gender,Acct_Gender,1,,
4119,Acct_email,Acct_email,1,,
4120,Acct_FName,Acct_FName,1,,
4121,Acct_Addr2,Acct_MName,0.4,,
4122,Acct_phone,Acct_phone,1,,
4123,Acct_Gender,Acct_Gender,1,,
4124,Acct_email,Acct_email,1,,
4125,Acct_phone,Acct_phone,1,,
4126,Acct_FName,Acct_LName,0.8,,
4127,Acct_phone,Acct_phone,1,,
4128,Acct_State,Acct_State,1,,
4129,Acct_State,Acct_State,1,,
4130,Acct_Addr1,Acct_Addr1,1,,
4131,Acct_UIDNo.,Acct_UIDNo.,1,,
4132,Acct_id,Acct_id,1,,
4133,Acct_Addr1,Acct_Addr1,1,,
4134,Acct_FName,Acct_FName,1,,
4135,Acct_DOB,Acct_DOB,1,,
4136,Acct_LName,Acct_LName,1,,
4137,Acct_Gender,Acct_Gender,1,,
4138,Acct_FName,Acct_FName,1,,
4139,Acct_DOB,Acct_DOB,1,,
4140,Acct_Addr2,Acct_Addr2,1,,
4141,Acct_Addr2,Acct_Addr2,1,,
4142,Acct_MName,Acct_MName,1,,
4143,Acct_DOB,Acct_DOB,1,,
4144,Acct_id,Acct_id,1,,
4145,Acct_LName,Acct_LName,1,,
4146,Acct_DOB,Acct_DOB,1,,
4147,Acct_State,Acct_State,1,,
4148,Acct_UIDNo.,Acct_UIDNo.,1,,
4149,Acct_Addr1,Acct_City,0.8,,
4150,Acct_State,Acct_State,1,,
4151,Acct_Gender,Acct_Gender,1,,
4152,Acct_Addr2,Acct_Addr2,1,,
4153,Acct_State,Acct_State,1,,
4154,Acct_Addr1,Acct_City,0.8,,
4155,Acct_id,Acct_id,1,,
4156,Acct_Addr2,Acct_Addr2,1,,
4157,Acct_UIDNo.,Acct_UIDNo.,1,,
4158,Acct_Addr1,Acct_Addr1,1,,
4159,Acct_email,Acct_email,1,,
4160,Acct_City,Acct_LName,0.6,,
4161,Acct_id,Acct_id,1,,
4162,Acct_LName,Acct_FName,0.8,,
4163,Acct_Gender,Acct_Gender,1,,
4164,Acct_MName,Acct_MName,1,,
4165,Acct_UIDNo.,Acct_UIDNo.,1,,
4166,Acct_FName,Acct_LName,0.8,,
4167,Acct_State,Acct_State,1,,
4168,Acct_LName,Acct_LName,1,,
4169,Acct_City,Acct_LName,0.6,,
4170,Acct_Addr2,Acct_Addr2,1,,
4171,Acct_phone,Acct_phone,1,,
4172,Acct_Gender,Acct_Gender,1,,
4173,Acct_id,Acct_id,1,,
4174,Acct_MName,Acct_MName,1,,
4175,Acct_UIDNo.,Acct_UIDNo.,1,,
4176,Acct_phone,Acct_phone,1,,
4177,Acct_Addr1,Acct_Addr2,0.9,,
4178,Acct_MName,Acct_LName,0.9,,
4179,Acct_LName,Acct_City,0.6,,
4180,Acct_City,Acct_City,1,,
4181,Acct_phone,Acct_phone,1,,
4182,Acct_City,Acct_LName,0.6,,
4183,Acct_City,Acct_DOB,0.9,,
4184,Acct_Addr2,Acct_MName,0.4,,
4185,Acct_DOB,Acct_DOB,1,,
4186,Acct_DOB,Acct_DOB,1,,
4187,Acct_id,Acct_id,1,,
4188,Acct_DOB,Acct_DOB,1,,
4189,Acct_FName,Acct_FName,1,,
4190,Acct_email,Acct_email,1,,
4191,Acct_phone,Acct_phone,1,,
4192,Acct_id,Acct_id,1,,
4193,Acct_FName,Acct_City,0.8,,
4194,Acct_Addr2,Acct_MName,0.4,,
4195,Acct_City,Acct_LName,0.6,,
4196,Acct_id,Acct_id,1,,
4197,Acct_Addr2,Acct_MName,0.4,,
4198,Acct_UIDNo.,Acct_UIDNo.,1,,
4199,Acct_FName,Acct_LName,0.8,,
4200,Acct_Gender,Acct_Gender,1,,
4201,Acct_FName,Acct_FName,1,,
4202,Acct_id,Acct_id,1,,
4203,Acct_MName,Acct_MName,1,,
4204,Acct_DOB,Acct_DOB,1,,
4205,Acct_id,Acct_id,1,,
4206,Acct_State,Acct_State,1,,
4207,Acct_FName,Acct_FName,1,,
4208,Acct_Addr1,Acct_Addr2,0.9,,
4209,Acct_LName,Acct_LName,1,,
4210,Acct_DOB,Acct_DOB,1,,
4211,Acct_Addr1,Acct_Addr1,1,,
4212,Acct_DOB,Acct_DOB,1,,
4213,Acct_email,Acct_email,1,,
4214,Acct_email,Acct_email,1,,
4215,Acct_email,Acct_email,1,,
4216,Acct_FName,Acct_FName,1,,
4217,Acct_LName,Acct_City,0.6,,
4218,Acct_phone,Acct_phone,1,,
4219,Acct_FName,Acct_City,0.8,,
4220,Acct_Addr1,Acct_Addr1,1,,
4221,Acct_UIDNo.,Acct_UIDNo.,1,,
4222,Acct_UIDNo.,Acct_UIDNo.,1,,
4223,Acct_email,Acct_email,1,,
4224,Acct_phone,Acct_phone,1,,
4225,Acct_LName,Acct_id,0.5,,
4226,Acct_City,Acct_City,1,,
4227,Acct_City,Acct_City,1,,
4228,Acct_id,Acct_id,1,,
4229,Acct_DOB,Acct_DOB,1,,
4230,Acct_FName,Acct_LName,0.8,,
4231,Acct_Gender,Acct_Gender,1,,
4232,Acct_UIDNo.,Acct_UIDNo.,1,,
4233,Acct_FName,Acct_FName,1,,
4234,Acct_City,Acct_UIDNo.,0.3,,
4235,Acct_City,Acct_City,1,,
4236,Acct_State,Acct_State,1,,
4237,Acct_UIDNo.,Acct_UIDNo.,1,,
4238,Acct_id,Acct_id,1,,
4239,Acct_FName,Acct_LName,0.8,,
4240,Acct_phone,Acct_phone,1,,
4241,Acct_LName,Acct_FName,0.8,,
4242,Acct_Gender,Acct_Gender,1,,
4243,Acct_UIDNo.,Acct_UIDNo.,1,,
4244,Acct_email,Acct_email,1,,
4245,Acct_Addr2,Acct_MName,0.4,,
4246,Acct_City,Acct_phone,0,,
4247,Acct_Addr1,Acct_Addr1,1,,
4248,Acct_Gender,Acct_Gender,1,,
4249,Acct_UIDNo.,Acct_UIDNo.,1,,
4250,Acct_City,Acct_DOB,0.9,,
4251,Acct_Addr1,Acct_Addr1,1,,
4252,Acct_City,Acct_City,1,,
4253,Acct_FName,Acct_FName,1,,
4254,Acct_Addr2,Acct_MName,0.4,,
4255,Acct_UIDNo.,Acct_UIDNo.,1,,
4256,Acct_UIDNo.,Acct_UIDNo.,1,,
4257,Acct_LName,Acct_FName,0.8,,
4258,Acct_MName,Acct_MName,1,,
4259,Acct_MName,Acct_FName,0.7,,
4260,Acct_Addr2,Acct_Addr2,1,,
4261,Acct_LName,Acct_FName,0.8,,
4262,Acct_Addr1,Acct_Addr1,1,,
4263,Acct_DOB,Acct_DOB,1,,
4264,Acct_email,Acct_email,1,,
4265,Acct_Gender,Acct_Gender,1,,
4266,Acct_MName,Acct_MName,1,,
4267,Acct_LName,Acct_LName,1,,
4268,Acct_Addr2,Acct_MName,0.4,,
4269,Acct_email,Acct_email,1,,
4270,Acct_Addr2,Acct_Addr2,1,,
4271,Acct_MName,Acct_FName,0.7,,
4272,Acct_Addr2,Acct_Addr2,1,,
4273,Acct_id,Acct_id,1,,
4274,Acct_City,Acct_LName,0.6,,
4275,Acct_UIDNo.,Acct_UIDNo.,1,,
4276,Acct_DOB,Acct_DOB,1,,
4277,Acct_Addr1,Acct_Addr1,1,,
4278,Acct_City,Acct_id,0.1,,
4279,Acct_MName,Acct_MName,1,,
4280,Acct_email,Acct_email,1,,
4281,Acct_Addr1,Acct_Addr1,1,,
4282,Acct_Addr2,Acct_MName,0.4,,
4283,Acct_FName,Acct_LName,0.8,,
4284,Acct_DOB,Acct_DOB,1,,
4285,Acct_City,Acct_City,1,,
4286,Acct_Addr1,Acct_Addr1,1,,
4287,Acct_City,Acct_LName,0.6,,
4288,Acct_id,Acct_id,1,,
4289,Acct_DOB,Acct_DOB,1,,
4290,Acct_id,Acct_id,1,,
4291,Acct_Addr1,Acct_Addr1,1,,
4292,Acct_DOB,Acct_DOB,1,,
4293,Acct_phone,Acct_phone,1,,
4294,Acct_UIDNo.,Acct_UIDNo.,1,,
4295,Acct_id,Acct_id,1,,
4296,Acct_Addr1,Acct_Addr1,1,,
4297,Acct_FName,Acct_LName,0.8,,
4298,Acct_City,Acct_LName,0.6,,
4299,Acct_phone,Acct_phone,1,,
4300,Acct_Addr2,Acct_MName,0.4,,
4301,Acct_UIDNo.,Acct_UIDNo.,1,,
4302,Acct_State,Acct_State,1,,
4303,Acct_Addr2,Acct_Addr2,1,,
4304,Acct_Addr2,Acct_Addr2,1,,
4305,Acct_LName,Acct_City,0.6,,
4306,Acct_DOB,Acct_DOB,1,,
4307,Acct_MName,Acct_LName,0.9,,
4308,Acct_id,Acct_id,1,,
4309,Acct_id,Acct_id,1,,
4310,Acct_DOB,Acct_DOB,1,,
4311,Acct_City,Acct_City,1,,
4312,Acct_phone,Acct_phone,1,,
4313,Acct_phone,Acct_phone,1,,
4314,Acct_email,Acct_email,1,,
4315,Acct_UIDNo.,Acct_UIDNo.,1,,
4316,Acct_email,Acct_email,1,,
4317,Acct_Gender,Acct_Gender,1,,
4318,Acct_State,Acct_State,1,,
4319,Acct_DOB,Acct_DOB,1,,
4320,Acct_MName,Acct_FName,0.7,,
4321,Acct_Gender,Acct_Gender,1,,
4322,Acct_phone,Acct_phone,1,,
4323,Acct_UIDNo.,Acct_UIDNo.,1,,
4324,Acct_FName,Acct_LName,0.8,,
4325,Acct_UIDNo.,Acct_UIDNo.,1,,
4326,Acct_MName,Acct_MName,1,,
4327,Acct_LName,Acct_FName,0.8,,
4328,Acct_email,Acct_email,1,,
4329,Acct_City,Acct_City,1,,
4330,Acct_LName,Acct_LName,1,,
4331,Acct_FName,Acct_FName,1,,
4332,Acct_id,Acct_id,1,,
4333,Acct_phone,Acct_phone,1,,
4334,Acct_Addr2,Acct_MName,0.4,,
4335,Acct_Addr1,Acct_Addr1,1,,
4336,Acct_City,Acct_City,1,,
4337,Acct_LName,Acct_FName,0.8,,
4338,Acct_FName,Acct_LName,0.8,,
4339,Acct_id,Acct_id,1,,
4340,Acct_State,Acct_State,1,,
4341,Acct_Addr2,Acct_MName,0.4,,
4342,Acct_DOB,Acct_DOB,1,,
4343,Acct_City,Acct_UIDNo.,0.3,,
4344,Acct_Gender,Acct_Gender,1,,
4345,Acct_FName,Acct_FName,1,,
4346,Acct_email,Acct_email,1,,
4347,Acct_State,Acct_State,1,,
4348,Acct_id,Acct_id,1,,
